ID,Timestamp,Level,Source,Message,Trace,User,Status
180,2025-12-17 21:38:39,ERROR,System (Unhandled),404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.,"Traceback (most recent call last):
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1820, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1785, in dispatch_request
    self.raise_routing_exception(req)
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1767, in raise_routing_exception
    raise request.routing_exception  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/ctx.py"", line 351, in match_request
    result = self.url_adapter.match(return_rule=True)  # type: ignore
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/werkzeug/routing/map.py"", line 624, in match
    raise NotFound() from None
werkzeug.exceptions.NotFound: 404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.
",,Open
179,2025-12-17 21:38:37,ERROR,System (Unhandled),404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.,"Traceback (most recent call last):
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1820, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1785, in dispatch_request
    self.raise_routing_exception(req)
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1767, in raise_routing_exception
    raise request.routing_exception  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/ctx.py"", line 351, in match_request
    result = self.url_adapter.match(return_rule=True)  # type: ignore
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/werkzeug/routing/map.py"", line 624, in match
    raise NotFound() from None
werkzeug.exceptions.NotFound: 404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.
",,Open
178,2025-12-17 21:38:34,ERROR,System (Unhandled),404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.,"Traceback (most recent call last):
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1820, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1785, in dispatch_request
    self.raise_routing_exception(req)
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1767, in raise_routing_exception
    raise request.routing_exception  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/ctx.py"", line 351, in match_request
    result = self.url_adapter.match(return_rule=True)  # type: ignore
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/werkzeug/routing/map.py"", line 624, in match
    raise NotFound() from None
werkzeug.exceptions.NotFound: 404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.
",,Open
177,2025-12-17 21:38:19,ERROR,System (Unhandled),404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.,"Traceback (most recent call last):
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1820, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1785, in dispatch_request
    self.raise_routing_exception(req)
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1767, in raise_routing_exception
    raise request.routing_exception  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/ctx.py"", line 351, in match_request
    result = self.url_adapter.match(return_rule=True)  # type: ignore
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/werkzeug/routing/map.py"", line 624, in match
    raise NotFound() from None
werkzeug.exceptions.NotFound: 404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.
",,Open
176,2025-12-17 21:38:15,ERROR,System (Unhandled),404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.,"Traceback (most recent call last):
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1820, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1785, in dispatch_request
    self.raise_routing_exception(req)
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1767, in raise_routing_exception
    raise request.routing_exception  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/ctx.py"", line 351, in match_request
    result = self.url_adapter.match(return_rule=True)  # type: ignore
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/werkzeug/routing/map.py"", line 624, in match
    raise NotFound() from None
werkzeug.exceptions.NotFound: 404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.
",,Open
175,2025-12-17 21:38:14,ERROR,System (Unhandled),404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.,"Traceback (most recent call last):
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1820, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1785, in dispatch_request
    self.raise_routing_exception(req)
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1767, in raise_routing_exception
    raise request.routing_exception  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/ctx.py"", line 351, in match_request
    result = self.url_adapter.match(return_rule=True)  # type: ignore
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/werkzeug/routing/map.py"", line 624, in match
    raise NotFound() from None
werkzeug.exceptions.NotFound: 404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.
",,Open
174,2025-12-17 21:38:11,ERROR,System (Unhandled),404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.,"Traceback (most recent call last):
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1820, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1785, in dispatch_request
    self.raise_routing_exception(req)
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1767, in raise_routing_exception
    raise request.routing_exception  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/ctx.py"", line 351, in match_request
    result = self.url_adapter.match(return_rule=True)  # type: ignore
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/werkzeug/routing/map.py"", line 624, in match
    raise NotFound() from None
werkzeug.exceptions.NotFound: 404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.
",,Open
173,2025-12-17 21:38:06,ERROR,System (Unhandled),404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.,"Traceback (most recent call last):
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1820, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1785, in dispatch_request
    self.raise_routing_exception(req)
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1767, in raise_routing_exception
    raise request.routing_exception  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/ctx.py"", line 351, in match_request
    result = self.url_adapter.match(return_rule=True)  # type: ignore
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/werkzeug/routing/map.py"", line 624, in match
    raise NotFound() from None
werkzeug.exceptions.NotFound: 404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.
",,Open
172,2025-12-17 21:36:37,ERROR,System (Unhandled),404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.,"Traceback (most recent call last):
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1820, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1785, in dispatch_request
    self.raise_routing_exception(req)
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1767, in raise_routing_exception
    raise request.routing_exception  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/ctx.py"", line 351, in match_request
    result = self.url_adapter.match(return_rule=True)  # type: ignore
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/werkzeug/routing/map.py"", line 624, in match
    raise NotFound() from None
werkzeug.exceptions.NotFound: 404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.
",,Open
171,2025-12-17 21:36:33,ERROR,System (Unhandled),404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.,"Traceback (most recent call last):
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1820, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1785, in dispatch_request
    self.raise_routing_exception(req)
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1767, in raise_routing_exception
    raise request.routing_exception  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/ctx.py"", line 351, in match_request
    result = self.url_adapter.match(return_rule=True)  # type: ignore
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/werkzeug/routing/map.py"", line 624, in match
    raise NotFound() from None
werkzeug.exceptions.NotFound: 404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.
",,Open
170,2025-12-17 21:36:26,ERROR,System (Unhandled),404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.,"Traceback (most recent call last):
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1820, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1785, in dispatch_request
    self.raise_routing_exception(req)
  File ""/usr/lib/python3/dist-packages/flask/app.py"", line 1767, in raise_routing_exception
    raise request.routing_exception  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/flask/ctx.py"", line 351, in match_request
    result = self.url_adapter.match(return_rule=True)  # type: ignore
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/lib/python3/dist-packages/werkzeug/routing/map.py"", line 624, in match
    raise NotFound() from None
werkzeug.exceptions.NotFound: 404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.
",,Open
